OBJECTID,Survey_Num,Purpose,WIN,Name_of_Wa,Date,NYTME,NYTMN,Site_Lengt,Total_Of_N,Brook_Trou,Brown_Trou,Rainbow_Tr,POINT_X,POINT_Y
6467,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/17/10,190856,4666403,90,17,17,0,,-78.73775931190,42.08883012480
6468,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/17/10,190929,4666361,100,17,16,0,1,-78.73685632370,42.08848138210
6469,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/17/10,190992,4666233,100,24,24,0,,-78.73602858610,42.08735578620
6470,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/17/10,191037,4666168,100,22,22,0,,-78.73545131750,42.08678930770
6471,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/18/10,191053,4665801,100,62,62,0,,-78.73506452550,42.08349723790
6472,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/18/10,191056,4665476,100,11,11,0,,-78.73485678710,42.08057752220
6473,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/18/10,191066,4665826,100,36,36,0,,-78.73492087920,42.08372703390
6474,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/18/10,191073,4665658,100,36,36,0,,-78.73474775090,42.08221990810
6475,910006.00000000000,Population estimate,PA-53-15-5,Beehunter Creek,06/18/10,191087,4666063,100,14,14,0,,-78.73479261730,42.08586529730
6476,410010.00000000000,Population estimate,D-70,East Br Delaware River,06/21/10,498795,4655393,1077,156,0,156,,-75.01456158250,42.05058728050
6477,410138.00000000000,EBTJV survey,D-71-39,East Brook,06/21/10,489370,4668332,288,34,1,33,,-75.12869145440,42.16705108350
6478,410138.00000000000,EBTJV survey,D-71-39,East Brook,06/21/10,495849,4679857,210,84,36,48,,-75.05033625230,42.27091008340
6479,410139.00000000000,EBTJV survey,D-71-38,West Brook,06/21/10,488143,4678687,280,50,43,7,,-75.14375735040,42.26029372520
6480,410139.00000000000,EBTJV survey,D-71-38,West Brook,06/21/10,488851,4668490,430,7,1,6,,-75.13497770510,42.16846687130
6481,410140.00000000000,EBTJV survey,D-71-32,Cable Hollow Brook,06/21/10,486883,4665207,200,22,22,0,,-75.15872972960,42.13886838430
6482,910501.00000000000,EBTJV survey,PA-33-2,Kansas Hollow,06/21/10,241493,4658418,275,2,0,2,,-78.12296651820,42.03532389190
6483,910501.00000000000,EBTJV survey,PA-33-2,Kansas Hollow,06/21/10,242269,4658229,300,5,0,5,,-78.11352219320,42.03387873300
6484,910502.00000000000,EBTJV survey,PA-33-3,Unnamed Water,06/21/10,242849,4658552,75,3,0,3,,-78.10666707160,42.03697334940
6485,910503.00000000000,EBTJV survey,PA-33-4,Unnamed Water,06/21/10,243337,4658946,300,5,0,5,,-78.10095228550,42.04067609640
6486,910504.00000000000,EBTJV survey,PA-33,California Hollow Brook,06/21/10,243756,4660104,150,1,0,1,,-78.09640331900,42.05122707400
6487,410141.00000000000,EBTJV survey,D-71-31,Beers Brook,06/22/10,486857,4664041,500,14,1,13,,-75.15901808510,42.12836645990
6488,410141.00000000000,EBTJV survey,D-71-31,Beers Brook,06/22/10,492144,4663540,200,3,3,0,,-75.09504366790,42.12392504440
6489,410142.00000000000,EBTJV survey,D-71-28,Chase Brook,06/22/10,483987,4660236,200,4,3,1,,-75.19363791060,42.09404357490
6490,410143.00000000000,EBTJV survey,D-71-30,Wakeman Brook,06/22/10,483713,4660963,200,14,10,4,,-75.19697151000,42.10058563360
6491,410144.00000000000,EBTJV survey,D-71-29,Unnamed Water,06/22/10,483586,4660818,200,4,4,0,,-75.19850333890,42.09927705080
6492,410145.00000000000,EBTJV survey,D-71-27,Fish Brook,06/22/10,481614,4659079,500,13,13,0,,-75.22229693790,42.08357109330
6493,810018.00000000000,EBTJV survey,PA-3-58-27-2,Sinclair Creek,06/22/10,302211,4690520,225,4,4,0,,-77.40107417400,42.34180622240
6494,810020.00000000000,EBTJV survey,PA-3-58-27-1,Chamberlain Brook,06/22/10,300953,4691912,110,8,8,0,,-77.41681264730,42.35401085260
6495,410011.00000000000,Population estimate,D-71,West Br Delaware River,06/23/10,472897,4646103,2991,110,1,84,25,-75.32708932350,41.96645045050
6496,410150.00000000000,EBTJV survey,D-71-24,Chamberlain Brook,06/23/10,477411,4663073,220,29,29,0,,-75.27326744440,42.11943299300
6497,410152.00000000000,EBTJV survey,D-71-14,Unnamed Water,06/23/10,469762,4657255,500,1,0,1,,-75.36549765350,42.06677645120
6498,410153.00000000000,EBTJV survey,D-71-17,Unnamed Water,06/23/10,472423,4657474,500,8,0,8,,-75.33334405370,42.06884677960
6499,410154.00000000000,EBTJV survey,D-71-P402A-17A,Unnamed Water,06/23/10,473204,4657901,500,10,0,10,,-75.32392321640,42.07271954930
6500,810021.00000000000,EBTJV survey,PA-3-58-27-4,Maxwell Creek,06/23/10,301690,4686952,300,1,1,0,,-77.40616899920,42.30956808700
6501,810026.00000000000,General biological survey,PA-3-58-19-1,Culver Creek,06/23/10,307708,4686555,150,18,18,0,,-77.33307801270,42.30750411150
6502,810026.00000000000,General biological survey,PA-3-58-19-1,Culver Creek,06/23/10,310443,4685819,250,5,4,1,,-77.29967920270,42.30155106730
6503,410156.00000000000,EBTJV survey,D-71-32A,Unnamed Water,06/24/10,485399,4665919,200,34,30,4,,-75.17670546770,42.14525469390
6504,410157.00000000000,EBTJV survey,D-71-25,Dryden Brook,06/24/10,479300,4662812,350,20,4,16,,-75.25040648260,42.11713446930
6505,410157.00000000000,EBTJV survey,D-71-25,Dryden Brook,06/24/10,482455,4668827,215,13,12,1,,-75.21242195290,42.17138477490
6506,410158.00000000000,EBTJV survey,D-71-18,Johnny Brook,06/24/10,472531,4661450,200,10,8,2,,-75.33222538150,42.10465992880
6507,410159.00000000000,EBTJV survey,D-71-20-1,Dry Brook,06/24/10,474341,4664320,250,17,2,15,,-75.31046069560,42.13056944260
6508,810156.00000000000,EBTJV survey,PA-3-58,Cohocton River,06/24/10,291632,4714680,400,10,3,7,,-77.53814626880,42.55641690210
6509,810156.00000000000,EBTJV survey,PA-3-58,Cohocton River,06/24/10,294299,4714367,350,4,0,4,,-77.50557703120,42.55431555960
6510,910508.00000000000,EBTJV survey,ONT-117-187-1,Unnamed Water,06/25/10,259796,4663675,200,2,0,2,,-77.90429284750,42.08841186930
6511,910508.00000000000,EBTJV survey,ONT-117-187-1,Unnamed Water,06/25/10,259895,4663816,20,3,1,2,,-77.90315521010,42.08971043200
6512,910510.00000000000,EBTJV survey,ONT-117-187-4,Unnamed Water,06/25/10,261475,4661493,120,2,2,0,,-77.88312777370,42.06929630230
6513,910512.00000000000,EBTJV survey,ONT-117-187-5-3,Unnamed Water,06/25/10,263848,4663992,70,4,3,1,,-77.85548770990,42.09249237430
6514,910007.00000000000,Reclassification,PA-53-32,Leonard Run,06/26/10,196509,4667985,0,10,10,0,,-78.67036858840,42.10525365080
6515,410011.00000000000,Population estimate,D-71,West Br Delaware River,06/28/10,467526,4650607,4235,278,0,244,34,-75.39215612500,42.00681266120
6516,410161.00000000000,EBTJV survey,D-71-20-4,Sherruck Brook,06/28/10,475922,4667302,500,30,0,30,,-75.29145480870,42.15747646450
6517,410161.00000000000,EBTJV survey,D-71-20-4,Sherruck Brook,06/28/10,475952,4667208,500,9,2,7,,-75.29108779510,42.15663079380
6518,410162.00000000000,EBTJV survey,D-71-20-3,Loomis Brook,06/28/10,477013,4667689,200,22,11,11,,-75.27826410330,42.16099469390
6519,410162.00000000000,EBTJV survey,D-71-20-3,Loomis Brook,06/28/10,477013,4667689,415,59,7,52,,-75.27826410330,42.16099469390
6520,810108.00000000000,EBTJV survey,PA-3-58-28-8,Trout Run,06/28/10,309199,4704790,100,4,0,4,,-77.32104298850,42.47196137260
6521,810108.00000000000,EBTJV survey,PA-3-58-28-8,Trout Run,06/28/10,309240,4704674,100,6,0,6,,-77.32050605220,42.47092764000
6522,410164.00000000000,EBTJV survey,D-71-20,Trout Creek,06/29/10,476932,4669035,500,36,0,36,,-75.27929793810,42.17311478790
6523,410164.00000000000,EBTJV survey,D-71-20,Trout Creek,06/29/10,477320,4672736,200,65,1,64,,-75.27474455130,42.20645831530
6524,410164.00000000000,EBTJV survey,D-71-20,Trout Creek,06/29/10,479389,4674637,300,6,0,6,,-75.24974846280,42.22363647410
6525,410165.00000000000,EBTJV survey,D-71-20-12,Unnamed Water,06/29/10,477693,4673286,500,82,0,82,,-75.27024720730,42.21142247930
6526,410166.00000000000,EBTJV survey,D-71-20-14,Unnamed Water,06/29/10,479260,4674551,200,57,30,27,,-75.25130850080,42.22285852440
6527,810040.00000000000,EBTJV survey,ONT-117-201-11-3,Unnamed Water,06/29/10,273693,4656414,150,11,11,0,,-77.73365084170,42.02721797850
6528,810041.00000000000,EBTJV survey,ONT-117-201-11-4-1,Unnamed Water,06/29/10,276386,4654761,125,6,6,0,,-77.70052641820,42.01311644110
6529,910521.00000000000,EBTJV survey,ONT-117-201-8,Unnamed Water,06/29/10,269493,4657854,125,5,5,0,,-77.78489276790,42.03895315240
6530,910522.00000000000,EBTJV survey,ONT-117-201-11,Wileyville Creek,06/29/10,271554,4657602,175,11,9,2,,-77.75992248430,42.03728737400
6531,410168.00000000000,EBTJV survey,D-71-20-8,Unnamed Water,06/30/10,477025,4670703,500,22,0,22,,-75.27823779750,42.18813999340
6532,410169.00000000000,EBTJV survey,D-71-20-10,Unnamed Water,06/30/10,476960,4672320,385,26,3,23,,-75.27908903600,42.20270119240
6533,410170.00000000000,EBTJV survey,D-71-20-11,West Branch Trout Creek,06/30/10,476743,4675692,200,43,17,26,,-75.28185259390,42.23306372570
6534,410170.00000000000,EBTJV survey,D-71-20-11,West Branch Trout Creek,06/30/10,477103,4672523,200,133,1,132,,-75.27736485910,42.20453366050
6535,410171.00000000000,EBTJV survey,D-71-20-11-2,Unnamed Water,06/30/10,477041,4676222,200,29,29,0,,-75.27826212860,42.23784582390
6536,410172.00000000000,EBTJV survey,D-71-20-11-1,Unnamed Water,06/30/10,476181,4675269,235,68,41,27,,-75.28864605560,42.22923716970
6537,810098.00000000000,EBTJV survey,ONT-117-184,Dyke Creek,06/30/10,273990,4669517,200,1,1,0,,-77.73512965310,42.14518145700
6538,910525.00000000000,EBTJV survey,ONT-117-187-5-5,Unnamed Water,06/30/10,265545,4664554,170,20,4,16,,-77.83521776990,42.09805639600
6539,910526.00000000000,EBTJV survey,ONT-117-187-5,Fulmer Valley Creek,06/30/10,266147,4664518,150,3,1,2,,-77.82793209480,42.09791212140
6540,910529.00000000000,EBTJV survey,ONT-117-187-11,Unnamed Water,06/30/10,269898,4662054,80,6,6,0,,-77.78165498300,42.07685471170
6541,410010.00000000000,Population estimate,D-70,East Br Delaware River,07/01/10,496201,4652726,653,283,0,281,2,-75.04589096690,42.02655840980
6542,410175.00000000000,EBTJV survey,D-71-20-15A,Unnamed Water,07/01/10,479850,4675425,200,8,8,0,,-75.24418981370,42.23074540790
6543,410177.00000000000,EBTJV survey,D-71-20-16,Herrick Hollow Brook,07/01/10,479849,4676368,200,63,57,6,,-75.24423467600,42.23923824340
6544,410178.00000000000,EBTJV survey,D-71-20-13,Unnamed Water,07/01/10,478549,4674617,200,35,22,13,,-75.25992610720,42.22343373690
6545,810037.00000000000,EBTJV survey,PA-3-58-40,Fairbrothers Brook,07/01/10,292001,4703716,100,14,14,0,,-77.52967271650,42.45787256780
6546,810038.00000000000,EBTJV survey,PA-3-58-44-3,Oil Well Hollow Creek,07/01/10,291816,4707017,50,3,3,0,,-77.53311869080,42.48752236290
6547,810115.00000000000,EBTJV survey,PA-3-58-56,Unnamed Water,07/01/10,291591,4719952,650,22,22,0,,-77.54057134670,42.60383745000
6548,910532.00000000000,EBTJV survey,ONT-117-187-8-3,Unnamed Water,07/01/10,265009,4660355,200,1,1,0,,-77.84000570060,42.06012422750
6549,910534.00000000000,EBTJV survey,ONT-117-187-8,Christian Hollow,07/01/10,264831,4661584,200,2,1,1,,-77.84264791910,42.07112641630
6550,910534.00000000000,EBTJV survey,ONT-117-187-8,Christian Hollow,07/01/10,265551,4660976,50,7,6,1,,-77.83371165130,42.06587229770
6551,910535.00000000000,EBTJV survey,ONT-117-204-4,Ainsworth Brook,07/02/10,266740,4653419,135,5,5,0,,-77.81635241280,41.99824556410
6552,910536.00000000000,EBTJV survey,ONT-117-201-1,Unnamed Water,07/02/10,264909,4654376,130,19,19,0,,-77.83881651220,42.00631004860
6553,910538.00000000000,EBTJV survey,ONT-117-201-3,Unnamed Water,07/02/10,265102,4655087,300,13,7,6,,-77.83677310800,42.01276350580
6554,910540.00000000000,EBTJV survey,ONT-117-201-5,Unnamed Water,07/02/10,267228,4656433,450,2,2,0,,-77.81166199970,42.02550322200
6555,410010.00000000000,Population estimate,D-70,East Br Delaware River,07/06/10,494979,4651975,1806,299,0,299,,-75.06064598520,42.01978758270
6556,410182.00000000000,EBTJV survey,D-71-20-3-4,Unnamed Water,07/06/10,482139,4672866,430,79,7,72,,-75.21637184420,42.20775409260
6557,410185.00000000000,EBTJV survey,D-71-20-3-3,Unnamed Water,07/06/10,481782,4671046,200,15,9,6,,-75.22063955420,42.19135441240
6558,410186.00000000000,EBTJV survey,D-71-20-3-1,Windfall Brook,07/06/10,480560,4669857,200,24,3,21,,-75.23539944000,42.18061650460
6559,410187.00000000000,EBTJV survey,D-71-25-4,Finch Hollow Brook,07/06/10,479954,4663754,200,14,3,11,,-75.24252751060,42.12563548560
6560,410189.00000000000,EBTJV survey,D-71-25-1,Maxwell Brook,07/06/10,479067,4662044,200,15,13,2,,-75.25319750920,42.11021136820
6561,410192.00000000000,EBTJV survey,D-71-25-5,Unnamed Water,07/06/10,481897,4665422,200,25,25,0,,-75.21907196870,42.14070542520
6562,410193.00000000000,EBTJV survey,D-71-25-6,Unnamed Water,07/06/10,481952,4665886,200,52,52,0,,-75.21842075800,42.14488565310
6563,410194.00000000000,EBTJV survey,D-71-25-7,Unnamed Water,07/06/10,482065,4667558,200,13,13,0,,-75.21710467350,42.15994688710
6564,910541.00000000000,EBTJV survey,ONT-117-201-5B,Unnamed Water,07/06/10,267765,4656679,10,3,3,0,,-77.80528044580,42.02787483750
6565,410197.00000000000,EBTJV survey,D-71-38-2-3,Unnamed Water,07/07/10,487849,4674184,200,72,72,0,,-75.14722756410,42.21973401390
6566,410198.00000000000,EBTJV survey,D-71-38-2-4,Unnamed Water,07/07/10,486945,4675074,200,30,30,0,,-75.15820084870,42.22773502260
6567,410199.00000000000,EBTJV survey,D-71-38-2-5,Unnamed Water,07/07/10,485787,4675435,200,21,21,0,,-75.17224230430,42.23096607260
6568,410200.00000000000,EBTJV survey,D-71-38-2-5A,Unnamed Water,07/07/10,484879,4675924,200,33,33,0,,-75.18325872120,42.23535307990
6569,410203.00000000000,EBTJV survey,D-71-38-2-7,Unnamed Water,07/07/10,484664,4676856,200,8,8,0,,-75.18588903200,42.24374270570
6570,410204.00000000000,EBTJV survey,D-71-38-2-8,Unnamed Water,07/07/10,484488,4677093,200,18,18,0,,-75.18802867070,42.24587370580
6571,410205.00000000000,EBTJV survey,D-71-63-2,Unnamed Water,07/07/10,504458,4684384,200,69,69,0,,-74.94590610150,42.31167947840
6572,410207.00000000000,EBTJV survey,D-71-63-1,Unnamed Water,07/07/10,505676,4682127,200,27,24,3,,-74.93114890440,42.29134459210
6573,410215.00000000000,EBTJV survey,H-240-82-108-4,Unnamed Water,07/08/10,547764,4695833,215,10,10,0,,-74.41949186240,42.41333320980
6574,410216.00000000000,EBTJV survey,H-240-82-108-2,Unnamed Water,07/08/10,547243,4695646,210,12,12,0,,-74.42583897730,42.41168105810
6575,410217.00000000000,EBTJV survey,H-240-82-108-1,Unnamed Water,07/08/10,546396,4695014,250,3,3,0,,-74.43618335600,42.40604062040
6576,810043.00000000000,EBTJV survey,ONT-117-66-22,Mill Creek,07/08/10,287469,4708279,300,32,32,0,,-77.58642789290,42.49769536940
6577,810159.00000000000,CROTS survey,ONT-117-66-22,Mill Creek,07/08/10,278720,4714768,500,7,0,7,,-77.69529803430,42.55361821850
6578,810044.00000000000,EBTJV survey,PA-3-58-39-9,Lyon Creek,07/09/10,305373,4710756,400,8,8,0,,-77.36957413570,42.52469279960
6579,810044.00000000000,EBTJV survey,PA-3-58-39-9,Lyon Creek,07/09/10,306687,4713168,200,7,7,0,,-77.35440501670,42.54672606260
6580,810073.00000000000,EBTJV survey,PA-3-58-39,Twelvemile Creek,07/09/10,305345,4714826,500,3,3,0,,-77.37130103420,42.56130797580
6581,810075.00000000000,EBTJV survey,PA-3-58-39-5,Unnamed Water,07/09/10,302350,4708060,300,12,12,0,,-77.40541676070,42.49966774080
6582,410011.00000000000,Population estimate,D-71,West Br Delaware River,07/12/10,466626,4658650,1884,357,0,345,12,-75.40348232070,42.07921330450
6583,410218.00000000000,EBTJV survey,D-70-105,Unnamed Water,07/12/10,537528,4687554,200,58,57,0,1,-74.54443176340,42.33933674270
6584,410219.00000000000,EBTJV survey,D-70-104,Unnamed Water,07/12/10,537239,4687022,200,9,9,0,,-74.54797426450,42.33455951200
6585,410220.00000000000,EBTJV survey,D-70-103,Unnamed Water,07/12/10,536918,4685708,200,79,79,0,,-74.55195459610,42.32274108740
6586,410222.00000000000,EBTJV survey,D-70-101,Montgomery Hollow Brook,07/12/10,537030,4683185,200,66,31,35,,-74.55075699070,42.30001388350
6587,410223.00000000000,EBTJV survey,D-70-100,Pleasant Valley Brook,07/12/10,534797,4685595,200,23,23,0,,-74.57770165020,42.32182110460
6588,410224.00000000000,EBTJV survey,D-70-99,Unnamed Water,07/12/10,535732,4681671,200,22,14,8,,-74.56659720260,42.28643948490
6589,410225.00000000000,EBTJV survey,D-70-98,Unnamed Water,07/12/10,535944,4681405,200,1,1,0,,-74.56404238810,42.28403415400
6590,410226.00000000000,EBTJV survey,D-70-96,Unnamed Water,07/12/10,534834,4679835,200,3,2,1,,-74.57759943440,42.26994514260
6591,610503.00000000000,General biological survey,ONT-19,Black River,07/12/10,430975,4869765,0,1,1,0,,-75.86061644790,43.97778091880
6592,810047.00000000000,EBTJV survey,PA-3-58-3-12,Unnamed Water,07/12/10,332931,4687582,450,1,1,0,,-77.02754414230,42.32256479310
6593,810049.00000000000,EBTJV survey,PA-3-58-3-3-2,Unnamed Water,07/12/10,328492,4680305,450,23,23,0,,-77.07922569350,42.25610489190
6594,910562.00000000000,EBTJV survey,PA-32-6,Unnamed Water,07/12/10,247459,4655994,100,4,4,0,,-78.04994935630,42.01546042420
6595,910563.00000000000,EBTJV survey,PA-32-4-1,Unnamed Water,07/12/10,247108,4656829,200,1,1,0,,-78.05454229710,42.02285759920
6596,410228.00000000000,EBTJV survey,D-70-94,West Settlement Stream,07/13/10,531474,4682595,200,61,61,0,,-74.61819215970,42.29494458390
6597,410228.00000000000,EBTJV survey,D-70-94,West Settlement Stream,07/13/10,533011,4679036,200,16,16,0,,-74.59975029860,42.26282861050
6598,410229.00000000000,EBTJV survey,D-70-93,Meeker Hollow Brook,07/13/10,530406,4680631,200,325,324,1,,-74.63125086110,42.27729914250
6599,410229.00000000000,EBTJV survey,D-70-93,Meeker Hollow Brook,07/13/10,533002,4677357,200,77,65,12,,-74.59995499630,42.24770784070
6600,410231.00000000000,EBTJV survey,D-70-90,Unnamed Water,07/13/10,533407,4675180,200,105,71,34,,-74.59517110530,42.22808440370
6601,810050.00000000000,General biological survey,PA-3-58-35,Tenmile Creek,07/13/10,304685,4707748,175,2,1,1,,-77.37691714580,42.49745307290
6602,810051.00000000000,EBTJV survey,PA-3-58-35-1,Unnamed Water,07/13/10,301726,4703570,20,3,1,2,,-77.41145164340,42.45910750390
6603,810151.00000000000,EBTJV survey,PA-3-58-35-2,West Creek,07/13/10,306902,4706497,250,3,3,0,,-77.34953758950,42.48675242600
6604,810151.00000000000,EBTJV survey,PA-3-58-35-2,West Creek,07/13/10,308783,4709551,200,1,1,0,,-77.32768846070,42.51470042970
6605,910008.00000000000,Population estimate,ONT-117-104-12,North Branch Wiscoy Creek,07/13/10,232710,4722495,600,364,1,363,,-78.25853682200,42.60855092650
6606,910008.00000000000,Population estimate,ONT-117-104-12,North Branch Wiscoy Creek,07/13/10,232743,4722591,400,182,0,182,,-78.25818018500,42.60942550960
6607,410235.00000000000,EBTJV survey,D-70-85,Unnamed Water,07/14/10,532894,4670727,500,24,0,24,,-74.60163959020,42.18800191480
6608,410236.00000000000,EBTJV survey,D-70-83,Hubble Hill Brook,07/14/10,531892,4668520,500,60,0,60,,-74.61389490130,42.16816676510
6609,410238.00000000000,EBTJV survey,D-70-81,Unnamed Water,07/14/10,531070,4667560,200,18,14,4,,-74.62389756340,42.15955385780
6610,410239.00000000000,EBTJV survey,D-70-79,Bull Run Creek,07/14/10,528720,4667655,200,13,6,7,,-74.65233910850,42.16049917550
6611,410240.00000000000,EBTJV survey,D-70-78,Unnamed Water,07/14/10,528415,4665697,200,1,1,0,,-74.65612658950,42.14287603450
6612,410241.00000000000,EBTJV survey,D-70-77,Unnamed Water,07/14/10,528328,4665523,200,2,2,0,,-74.65718788370,42.14131209200
6613,410243.00000000000,EBTJV survey,D-70-74,Unnamed Water,07/14/10,527351,4664442,500,1,0,1,,-74.66906157590,42.13161099470
6614,410245.00000000000,EBTJV survey,D-70-73,Huckleberry Brook,07/14/10,527026,4663553,500,10,1,9,,-74.67303508560,42.12361565060
6615,410245.00000000000,EBTJV survey,D-70-73,Huckleberry Brook,07/14/10,529869,4661997,200,30,30,0,,-74.63872024720,42.10949867870
6616,610503.00000000000,General biological survey,ONT-19,Black River,07/14/10,434218,4871845,0,1,0,1,,-75.82044422590,43.99680371450
6617,810057.00000000000,EBTJV survey,PA-3-58-38-1-1,Unnamed Water,07/14/10,296069,4698116,200,6,1,5,,-77.47825624250,42.40856726880
6618,910008.00000000000,Population estimate,ONT-117-104-12,North Branch Wiscoy Creek,07/14/10,232754,4722634,600,423,0,423,,-78.25806646400,42.60981593950
6619,910008.00000000000,Population estimate,ONT-117-104-12,North Branch Wiscoy Creek,07/14/10,232836,4722824,500,513,1,512,,-78.25715745830,42.61155266320
6620,410014.00000000000,CROTS survey,D-70-80,Bush Kill,07/15/10,532787,4666562,280,31,0,31,,-74.60316989850,42.15049564830
6621,410014.00000000000,CROTS survey,D-70-80,Bush Kill,07/15/10,536019,4667472,300,57,0,52,5,-74.56399690960,42.15854929540
6622,410014.00000000000,CROTS survey,D-70-80,Bush Kill,07/15/10,538376,4667252,340,175,3,97,75,-74.53548124720,42.15645597950
6623,410246.00000000000,EBTJV survey,D-70-76,Unnamed Water,07/15/10,528265,4664604,200,59,59,0,,-74.65799480440,42.13303758590
6624,410249.00000000000,EBTJV survey,D-70-68A,Unnamed Water,07/15/10,524376,4663336,500,2,1,1,,-74.70510384320,42.12174814670
6625,410250.00000000000,EBTJV survey,D-70-P358A-62A1,Unnamed Water,07/15/10,520370,4662304,300,1,0,1,,-74.75360319130,42.11256785820
6626,410251.00000000000,EBTJV survey,D-70-60,Unnamed Water,07/15/10,518002,4660881,500,1,0,1,,-74.78229030950,42.09980963020
6627,410252.00000000000,EBTJV survey,D-70-57,Barkaboom Stream,07/15/10,517676,4659070,200,13,2,8,3,-74.78628756900,42.08350634200
6628,410252.00000000000,EBTJV survey,D-70-57,Barkaboom Stream,07/15/10,519820,4657929,200,80,79,1,,-74.76040431260,42.07317876460
6629,410254.00000000000,EBTJV survey,D-70-55,Lower Beech Hill Brook,07/15/10,514165,4657654,500,96,1,95,,-74.82877154430,42.07082432980
6630,410254.00000000000,EBTJV survey,D-70-55,Lower Beech Hill Brook,07/15/10,515050,4656805,200,157,7,150,,-74.81809542440,42.06316133750
6631,810055.00000000000,EBTJV survey,PA-3-58-31-10,Rice Glen Brook,07/15/10,294851,4692377,300,6,0,6,,-77.49100102240,42.35660960000
6632,810056.00000000000,EBTJV survey,PA-3-58-31,Goff Creek,07/15/10,295130,4692559,400,10,1,9,,-77.48768102330,42.35832069180
6633,810056.00000000000,EBTJV survey,PA-3-58-31,Goff Creek,07/15/10,297482,4692975,300,13,0,13,,-77.45929305690,42.36267969320
6634,910008.00000000000,Population estimate,ONT-117-104-12,North Branch Wiscoy Creek,07/16/10,233003,4719552,445,189,1,188,,-78.25359221010,42.58219137260
6635,910009.00000000000,Population estimate,ONT-117-104-8,Trout Brook,07/16/10,239327,4718845,465,115,3,112,,-78.17632236180,42.57799548580
6636,410011.00000000000,Population estimate,D-71,West Br Delaware River,07/19/10,465035,4656153,3428,397,0,389,8,-75.42256739910,42.05665529910
6637,410255.00000000000,EBTJV survey,D-70-63,Mill Brook,07/19/10,522197,4661653,500,32,2,26,4,-74.73152865060,42.10665511360
6638,410255.00000000000,EBTJV survey,D-70-63,Mill Brook,07/19/10,527799,4658721,300,35,31,0,4,-74.66391326060,42.08006992900
6639,410256.00000000000,EBTJV survey,D-70-63A,Unnamed Water,07/19/10,521389,4661965,200,2,0,2,,-74.74128983740,42.10948755980
6640,410257.00000000000,EBTJV survey,D-70-P358A-54A,Unnamed Water,07/19/10,511200,4658016,500,1,0,1,,-74.86460583090,42.07413257060
6641,410258.00000000000,EBTJV survey,D-70-51,Holiday Brook,07/19/10,509978,4657325,390,13,1,11,1,-74.87939005050,42.06792553130
6642,410258.00000000000,EBTJV survey,D-70-51,Holiday Brook,07/19/10,511933,4654693,200,96,96,0,,-74.85581251370,42.04419302240
6643,410259.00000000000,EBTJV survey,D-70-50,Miller Hollow Brook,07/19/10,507851,4657893,500,28,0,28,,-74.90509269050,42.07306538760
6644,410259.00000000000,EBTJV survey,D-70-50,Miller Hollow Brook,07/19/10,508609,4656786,200,80,80,0,,-74.89594585680,42.06308719820
6645,410260.00000000000,EBTJV survey,D-70-48,Unnamed Water,07/19/10,507471,4657799,200,8,7,1,,-74.90968753900,42.07222247950
6646,810061.00000000000,EBTJV survey,PA-3-58-32-6,Unnamed Water,07/19/10,303668,4702173,300,15,15,0,,-77.38737490410,42.44703147000
6647,810062.00000000000,EBTJV survey,PA-3-58-34-1,Unnamed Water,07/19/10,299149,4699102,300,15,1,14,,-77.44120426440,42.41824194020
6648,810063.00000000000,EBTJV survey,PA-3-58-34,Cotton Creek,07/19/10,298335,4698211,300,22,11,11,,-77.45077674480,42.41001388320
6649,910577.00000000000,EBTJV survey,PA-34,Unnamed Water,07/19/10,241411,4654498,200,5,0,5,,-78.12222911950,42.00004346240
6650,910582.00000000000,EBTJV survey,PA-36,Horse Run,07/19/10,237800,4655213,200,11,0,11,,-78.16608388040,42.00527982840
6651,410262.00000000000,EBTJV survey,D-70-64,Unnamed Water,07/20/10,521565,4663257,500,13,0,13,,-74.73911333550,42.12111899990
6652,410262.00000000000,EBTJV survey,D-70-64,Unnamed Water,07/20/10,521864,4664762,200,11,2,9,,-74.73543977060,42.13466530600
6653,410263.00000000000,EBTJV survey,D-70-62A,Unnamed Water,07/20/10,520730,4663039,200,20,7,13,,-74.74922255220,42.11917812840
6654,410264.00000000000,EBTJV survey,D-70-61,Bush Kill,07/20/10,518970,4663055,200,35,30,5,,-74.77051314280,42.11936678690
6655,410264.00000000000,EBTJV survey,D-70-61,Bush Kill,07/20/10,519622,4666872,200,76,76,0,,-74.76249731590,42.15372807570
6656,410266.00000000000,EBTJV survey,D-70-59,Unnamed Water,07/20/10,517371,4661212,500,7,0,7,,-74.78991150450,42.10280498800
6657,410267.00000000000,EBTJV survey,D-70-58,Unnamed Water,07/20/10,517137,4661088,500,5,0,5,,-74.79274516830,42.10169333470
6658,410269.00000000000,EBTJV survey,D-70-53,Unnamed Water,07/20/10,511535,4659995,200,19,19,0,,-74.86051707280,42.09195160520
