"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.34225,-73.2558,"7/28/2009","Woods Crossing Brook",100,2.799999952,"Backpack Shocking",0,0,0,0,0,0,"US of East St xing","Started shocking ~75m up from rd xing. Stream runs along backyard of residence w/ stone wall lining stream bank. Mostly large deep bend pools & deep runs. A few riffles early on. Water tannic w/ good flow. Few fish for the section. Missed a few. Mostly gravel, cobble & sand substrate w/ silt. Some boulders present. Some woody debris present. Canopy cover decent w/ yards nearby. Frogs present. Occasional undercutting beneath tree roots."
42.30236,-73.30537,"7/28/2009","Marsh Brook (2)",NA,NA,"Backpack Shocking",0,0,0,0,0,0,"DS of Rattlesnake Hill Rd xing ~30m","Sampled DS of rd xing b/c of beaver swamp on US side. Culvert perched ~6"". High grad. Lots of exposed bedrock. Stream runs thru/over bedrock. Cascades, plunge pools, deep crevas pools & riffles over rocks. Some woody debris present w/ fallen tree. Good canopy. Water clear but sediment present, esp. in pools. Some gravel, cobble, sand & mud present. Rocks moss-covered. Occasional bend pools in DS section. One lg cascade thru crevas @ 75m. Water flows under bedrock slabs in spots."
42.12515,-73.39043,"7/29/2009","Willard Brook",107,6,"Barge Shocking",0,0,0,0,0,0,"Site downstream of Bow Wow Rd","Crew cont'd:Morris-Siegel, Ohman. More of a prominent channel was present at Bow Wow Rd. Work up to Bow Wow Rd corssing. Substrate composed of sand, silt, gravel & occasional cobble & boulder. Stream channel is in a wetland. Mostly shrub overstory. Sunny hazy day."
42.16012,-73.41811,"7/31/2009","Karner Brook",100,9.300000191,"Backpack Shocking",0,0,0,0,0,0,"Along Rt 23/41, behind convience store/restaurant, 500' E of Baldwin Hill Rd","2 Backpacks. Worked from just DS of stores up to foot bridge. Measuring tape broke at end of reach, but length should be fairly accurate. High flow from prev. day's rain. Raining. Channelized lined w/ stone walls on both sides in last 50m. Boulder, gravel, sand substrate w/ boulder too. Canopy ok. Store rear on right bank (facing US). Water slightly cloudy b/c of rains. Missed some fish b/c of flows."
42.33937,-73.38219,"6/3/2009","CRANE LAKE",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Access off of Rt 102 W. Stockbridge, Crane Lake Camp","Lots of redds present on the camp side of shore. Deep drop of near I-90 side of lake. High diversity of aquatic vegetation with some invasives present. Nice surrounding wetland vegetation. Overall fish do not have any lesions."
42.70141,-72.88824,"6/5/2009","PELHAM LAKE",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Off of Pelham Lake Park","Overcast day. Majority of bass caught in sunken tree on pass 3 and the deeper section of pass 1. The 2nd pass was rather desert like & very shallow. Pumpinseed redds present near the north side of the pond & near Pelham Lake beach."
42.14327,-73.31069,"6/15/2009","THREEMILE POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Boat launch off Bush Hill Rd","Yellow perch in the 80-90mm size class range had numerous yellow grub infections. Lots of pond weeds throughout entire pond. Shallow for the majority. Difficult to get close to edge. Third pass saw tons of sunfish redds honeycombed throughout the pass."
42.13527,-73.03201,"6/16/2009","OTIS RESERVOIR",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Off of boat launch DCR","Pass 1 lots of debris from ice storm with trees in water. Pass 2 Nice redbreast sunfish-only found in pass 2. Pass 3- amazing submerged tree root/stump habitat."
42.20789,-73.14763,"6/22/2009","HAYES POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Launched off of West Corner Rd","Interesting little pond. Pass 1 had numerous submerged logs & stumps but few fish. Pass 2 had a number of spawning redds. Pass 3 had the yellow perch & black crappie on the east side of the shore."
42.09719,-73.05125,"6/23/2009","TWINING POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Chain fenced in gated road off of East Otis Rd","Pass 1 very few fish some aquatic vegetatino & shallow. Pass 2 numerous dead standing & down trees. Pass 3 redds were observed near the shore line. Overall water was very tanic & the color of Coke."
42.50386,-72.74469,"8/12/2009","Poland Brook",61,9.100000381,"Backpack Shocking",0,0,0,0,0,0,"Lower site US of 2nd bridge xing for Poland Br on N. Poland Rd","First 100' of site now all sand, only a few dace."
42.28279,-72.34539,"10/30/2006","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Launched @ Admin Bldg, Windsor Dam","Set nets from 4:15-9:30pm. Set 3 nets @ a time. Lake trout tagging, also caught LLS, SMB, RB. Caught 2 floy tagged LT. Nets set diagonal to dam. Weather-little chilly, fairly calm w/ slight breeze. Air temp hi 30s-low 40s. All weights incl bucket wt (950g)"
42.28221,-72.34609,"11/2/2006","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam, Launched @ Admin Bldg","Set nets between 1-7pm. Set 3-4 nets on 1st run, then 2 nets connected for remainder of evening. Also caught 1 RT, 1 LLs, & several large SMB. Nets set along dam. Weather nice, calm warm. Air temp high 40s, flat water. All fish weights incl bucket wt (950g)"
42.38439,-72.34372,"11/3/2006","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam, launched @ Admin Bldg","Lake trout tagging. Also caught LLS, SMB, & RB in low 3s. No floy tagged lakers caught. Tied two experimental gill nets together & set diagonal to dam. Set b/w 4:30-7:30pm. Weather nice, light wind. Air temp in low 30s. Most fish caught in last set. All fish weights inc bucket wt (950)"
42.28428,-72.34372,"11/6/2007","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","Very few fish (LT) caught. LT given to Jen Ayer for VHS Testing. (No fish were tagged) Only 1 tagged fish recaptured, then released. Started setting nets in afternoon until 8pm. No fish caught in last set. All wts do NOT include bucket wt."
42.28487,-72.34321,"11/7/2007","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","Set nets for few hrs in evening (4:30-10:15pm) until dark. Very fel LT caught. A few still had some eggs. Fish sacrificed & given to Jen Ayer @ McLaughlin for VHS testing (no LT were tagged). Started setting nets @ 4pm until 10pm.  Only 1 prev. tagged fish caught."
42.28653,-72.34165,"10/20/2008","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","Fished ~5-8pm & got only 2 LT, 6 LLS, 25 SMB"
42.28615,-72.34116,"10/27/2008","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","Sampled 5:30-9:45pm. 3 runs condcuted w/ 1 net ea. Stopped sampling early due to low battery on tag reader. Very windy, made setting of nets difficult (w/ choppy water). Only 1 set @ a time. Set mostly on Northern 1/3 of dam. 2 recaps & 1 floy tagged captured."
42.28466,-72.34377,"10/28/2008","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","Runs not shown on LF sheet. 3 morts, 1 recapture (0699-1161).. Fish wts include bucket wt (950g)"
42.28546,-72.34209,"11/3/2008","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam","5 runs completed. Gillnetting from dusk til after dark for LT"
42.17708,-71.71931,"7/20/2007","Blackstone River",160,100,"Backpack Shocking",0,0,0,0,0,0,"Depot St crossing, DS of Rd xing","Sampled area E of crossing. Very few fish collected. Crayfish present. 2 species caught, BND & WS"
42.01823,-71.53562,"7/20/2007","Blackstone River",160,15,"Barge Shocking",0,0,0,0,0,0,"200yds below dam (Downtown), off Main St","Surveyed up to 80m below dam (unable to move barge around boulders)"
42.03496,-71.611024,"7/20/2007","Blackstone River",177,15,"Barge Shocking",0,0,0,0,0,0,"off River Rd, below powerlines","Sample area south of powerlines. Shocked 25 min (no seconds recorded)"
42.47953,-71.68282,"8/1/2007","North Nashua River",150,8,"Barge Shocking",0,0,0,0,0,0,"off Ponakin Mill Rd, just E of Schumacher Rd","Area sampled very rocky w/ fine sediment. Crayfish present. Deep pools-unable to finish last stretch. Missed large LND."
42.49529,-71.72138,"8/1/2007","North Nashua River",293,10,"Barge Shocking",0,0,0,0,0,0,"Rt 190 crossing downstream","Salmon Index Survey"
42.53302,-71.74029,"8/1/2007","North Nashua River",246,8,"Barge Shocking",0,0,0,0,0,0,"behind Searstown Mall - South of Rt 2 crossing","Area sampled rocky w/ sand & sediment bottom. Straight channel area. Crayfish present."
42.70636,-71.63097,"8/31/2007","Gulf Brook",91.40000153,1.399999976,"Backpack Shocking",0,0,0,0,0,0,"N of Bemis Rd over NH border. US of confluence w/ Nissitissit R",""
42.69752,-71.60978,"9/5/2007","Sucker Brook",91.40000153,2.099999905,"Backpack Shocking",0,0,0,0,0,0,"off Brookline St (DS), Columbo (Niss) WMA","300' downstream to data logger. Very many fallfish not collected."
42.007219,-70.773362,"7/29/2008","Pine Brook",80,3,"Backpack Shocking",0,0,0,0,0,0,"Below Pine Brook Reservoir, abandoned cranberry bogs off Grove St","Section below reservoir dam. Abandoned cranberry bogs. Well vegetated section. Large snapping turtle & water snake sighted"
41.733774,-70.793638,"7/31/2008","Sippican River",92,4,"Backpack Shocking",0,0,0,0,0,0,"Below Hathaway Pond, along Rt 105 (Rochester Rd)","Large pool below dam w/ island & heavy silt. Few fish & deep in this section. Most fish captured in sand & cobble bottomed bypass channel."
41.747555,-70.803575,"7/31/2008","Sippican River",100,5,"Backpack Shocking",0,0,0,0,0,0,"upstream from bridge crossing below Leonards Pond, US of Bates Rd xing","Fast flowing, rock & cobble bottom. Below pond confined within granite block walls."
42.76904,-72.66292,"9/22/2009","Green River, VT",91.40000153,12.69999981,"Backpack Shocking",0,0,0,0,0,0,"1/4 mile below covered bridge on River Rd","lost 2 (1+) AS. Good habitat, some leaves down. Cool morning. 2 backpacks used."
42.60056,-72.61524,"9/10/2009","Green River (1)",91.40000153,14,"Backpack Shocking",0,0,0,0,0,0,"DS of Greenfield swimming hole, along I-91","2 backpacks used. Access to site via bike trail (off Nash's Mill Rd) that runs along the river"
42.48972,-72.95747,"9/9/2009","Westfield River",91.40000153,15.80000019,"Backpack Shocking",0,0,0,0,0,0,"DS of cemetary, between Rt 9 & W. Cummington Rd","2 backpacks used."
42.24893,-72.91845,"9/23/2009","West Branch Westfield River",91.40000153,20.10000038,"Backpack Shocking",0,0,0,0,0,0,"off Old State Highway, 0.1mi E of Mica Mill Rd","2 backpacks used."
42.34787,-72.8975,"9/4/2009","Little River (2)",91.40000153,7,"Backpack Shocking",0,0,0,0,0,0,"DS of bridge on WMA (off of Rt 112)","2 backpacks used."
42.58261,-72.60203,"9/1/2009","Green River (1)",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Above Wiley-Russell Dam, off Mead St, Site #1, West Bank","West bank of impoundment. One of 2 surveys done in this section of river, other survey (SID 3007) done on East bank. BND from flowing water at head of pond."
42.58268,-72.60217,"9/1/2009","Green River (1)",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Above Tap & Die Dam (Wiley-Russell), Site #1, East Bank","Entire East bank of impoundment. One of 2 surveys done in this section of river. Other survey (SID 3004) done on West bank. Fathead minnows found! CRCs may have been Fathead minnows."
42.28597,-72.34155,"10/22/2009","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Winsor Dam","Calm, very warm. Wind picked up ~10pm, we quit. Caught some LLS, couple of nice SMB, 2 bullheads. Started @ 6pm, ended around 10pm. Did 4 sets of 2 nets = 8 total net sets. Nets were set for 30-45min. 2 morts, 3 recaps, 1 floy tag (5350). Caught large LT- 859mm, bottomed out the scale. All weights include weight of bucket (1000g)"
42.28514,-72.34238,"10/27/2009","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Winsor Dam","Surface temp 13. All weights include bucket weight (1000g)"
42.28622,-72.34108,"10/29/2009","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Winsor Dam","2 nets set @ a time. Started w/ 2 100-150' nets nearby to each other. Changed out the snorter net (100') for a 200' net after its 2nd set. A total of 13 net sets. Some sets were sparse w/ LT (2-3 caught) while others were plentiful (10+). Seemed like it was getting toward the end of spawning. Started ~6pm, ended @ 10pm. Little to no wind, cool (40's). Set nets on last 1/3 of dam (opposite end of intake), up to end of dam. Some lg LLS caught."
42.3568,-71.07505,"10/6/2009","Charles River",NA,NA,"Seine",0,0,0,0,0,0,"Lagoon #1, Between outlet bridge & 2nd to last bridge @ Esplanade","Survey targeting Nile Tilapia, requested by Harvard MCZ. Rip-rap shore up to knee deep. Pulled seine along edge of rip-rap. No Nile Tilapia. DCR contact (located at Hatch Shell on Esplanade) Angelo Tillis or Mike 617-227-0627"
42.35621,-71.07541,"10/6/2009","Charles River",NA,NA,"Seine",0,0,0,0,0,0,"US of 2nd bridge upstream from outlet, @ Esplanade","Lagoon in Esplanade. Pulled seine down middle of channel. Too much riprap on side, made footing difficult. Not able to confirm Nile Tilapia sightings/capture by Harvard student (Willy Goldsmith). Possibly continue discussion on boat shocking for next year. Caught a tire though."
42.18081,-71.60287,"8/26/2009","PRATT POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Launched @ boat ramp","Shockboat test run. Lots of YOY sunfish (B & P), TNTC (too numerous to count). Did not measure them. Nice lg LMB. 3 Runs: Run 1 (SID 3014) total pickup. Run 2 & 3 (SID 3015) selective pickup."
42.18081,-71.60287,"8/26/2009","PRATT POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Launched @ boat ramp","These are the 2 selective pickups from SID 3014. Looking for trout, bass, & pickerel. Run 2: 458 sec, Run 3: 1976. Ended run 2 early due to generator problems."
42.3049,-71.6151,"9/2/2009","LITTLE CHAUNCY POND",NA,NA,"Gillnet",0,0,0,0,0,0,"Launched @ access point off Lyman Rd","Sunny day. Water very murky with heavy weeds present, both lily pads & submerged. Used gillnets (SID 3021) & rod & reel (SID 3022). 10 fish total caught. 7 came from shaded west of pond. 7+ hours of nets w/ 2 fish caught. 2 runs performed"
42.3049,-71.6151,"9/2/2009","LITTLE CHAUNCY POND",NA,NA,"Angling",0,0,0,0,0,0,"Launched @ access point off Lyman Rd","Same as SID 3021. fished for 9 man hours w/ 8 fish caught."
42.37236,-71.99584,"9/22/2009","WHITEHALL POND",NA,NA,"Angling",0,0,0,0,0,0,"State Park access","Requested rod & reel (SID 3023) & gillnet (SID 3024). Fish activity is to the southern end of the fishery with greater fish densities within the small coves. Chain pickerel active on surface bait. Some YP's, one small largemouth various other panfish caught & observed. Water is very turbid & densly vegitative, around the edges. Fished for 3 hr 45 min."
42.37236,-71.99584,"9/22/2009","WHITEHALL POND",NA,NA,"Gillnet",0,0,0,0,0,0,"State park access","Comments same as for SID 3023."
42.19454,-71.90354,"9/23/2009","French River",114,5,"Backpack Shocking",0,0,0,0,0,0,"Stafford Rd crossing -downstream","2 backpacks w/ rattails. Rocky w/ ledge outcrops. Warmwater species only. Passed on late fish due to full crate. Only kept addes species. (double to triple #s passed on common species."
42.18923,-71.89836,"9/23/2009","French River",84,5,"Backpack Shocking",0,0,0,0,0,0,"Rt 56 crossing upstream. @ Leicester St/Comins Rd intersection","2 backpacks w/ rattails. High gradient. Rocky w/ drop down pools. Warmwater species only."
42.15503,-71.8824,"9/17/2009","French River",92,7,"Backpack Shocking",0,0,0,0,0,0,"Clara Barton Rd crossing (downstream)","2 backpacks. Sampled below crossing. Warmwater species only. Rocky bottom w/ deep pools. 1 AE estimated 3'."
42.1622,-71.93246,"9/17/2009","Little River",74,2,"Backpack Shocking",0,0,0,0,0,0,"Hammond Hill Rd crossing (downstream)","Backpack w/ rattail. Very rocky w/ ledge drop offs. Step down pools. Warmwater species only."
42.55363,-71.71481,"9/14/2009","Massapoag Brook",86,3,"Backpack Shocking",0,0,0,0,0,0,"Lancaster Rd crossing, upstream","Backpack w/ rattail. 8 species of warmwater fish found. Stream w/ thin water. Mainly sampled pools. Crayfish & frogs present."
42.18821,-71.89717,"9/10/2009","French River",132,6,"Backpack Shocking",0,0,0,0,0,0,"Rt 56 crossing (downstream) E, US of Comins Rd xing","2 backpacks. Shallow gravel bottom w/ 1 deep pool @ culvert. Warmwater species only."
42.09159,-71.8802,"9/10/2009","French River",135,8,"Backpack Shocking",0,0,0,0,0,0,"Harwood Rd crossing (downstream) S","2 backpacks: 1 bkpk w/ probe & rat, 1 bkpk w/ 2 probes. (future best w/ barge) Flat bottom w/ little structure. Warmwater species only. Started DS of road xing & worked our way US past road xing."
42.15531,-71.88274,"9/10/2009","French River",135,5,"Backpack Shocking",0,0,0,0,0,0,"Clara Barton Rd crossing (upstream) N","2 backpacks: 1 w/ 2 probes & 1 w/ rattail (proper equip.). All rock structure w/ drop down pools. Warmwater species. 4 AE- 2 netted."
42.02001,-71.62333,"9/9/2009","Aldrich Brook (2)",63,3,"Backpack Shocking",0,0,0,0,0,0,"Below Coleman Pond","Backpack w/ rattail. Warmwater species only. Frogs & crayfish present. Checked 2 other sites, 1 dry & 2nd multiple beaver impoundments"
42.08485,-71.55298,"9/2/2009","Ohio Brook",32,1,"Backpack Shocking",0,0,0,0,0,0,"Carpenter Hill Rd crossing US","Backpack w/ rattail. Very tannic & tough cover w/ green briar. Only 3 fish found, warmwater species. Crayfish & frogs present. Sampled below fire pond."
42.10424,-71.75401,"9/1/2009","Dark Brook (1)",62,2,"Backpack Shocking",0,0,0,0,0,0,"up from Tuckers Pond, DS of Putman Hill Rd xing","Sampled from Tucker's Pond under the Tucker's Lane bridge into a boulder field. No fish collected in large pools above the bridge. Channel splits to many as it comes through the boulder field."
42.13472,-71.94395,"8/31/2009","UNT to Charlton Reservoir",100,3,"Backpack Shocking",0,0,0,0,0,0,"Mugget Hill Rd crossing","Backpack w/ rattail. Warmwater species only. Frogs & crayfish present. Sampled below Dodge Pond to road crossing"
42.22017,-71.93327,"8/31/2009","Burncoat Brook",46,3,"Backpack Shocking",0,0,0,0,0,0,"Pine St crossing downstream","Backpack w/ rattail. Sampled area below plunge pool. Warmwater species. 1 AE seen est. 370-380mm. Crayfish & frogs present."
42.04288,-71.98203,"8/12/2009","UNT to Quinebaug River (1)",85,1.5,"Backpack Shocking",0,0,0,0,0,0,"Dead end rd (no name), @ end of Peck Ave","Backpack w/ rattail. Small stream w/ multiple pools. Good canopy. BND only."
42.05559,-71.9791,"8/12/2009","UNT to Quinebaug River (2)",82,1,"Backpack Shocking",0,0,0,0,0,0,"Papermill Rd crossing W (downstream)","Backpack w/ rattail. High gradient w/ drop down pools. BND only."
42.06166,-71.9682,"8/12/2009","UNT to Quinebaug River (2)",68,1.5,"Backpack Shocking",0,0,0,0,0,0,"Downstream of Southbridge Road crossing","Beaver impoundment directly upstream at road crossing. Often disturbed by removal of beaver debris."
42.09293,-71.9355,"8/11/2009","Keenan Brook (UNT to Quinebaug R)",110,4,"Backpack Shocking",0,0,0,0,0,0,"Downstream Blood Rd crossing","High flow evidence. Large amounts of erosion on banks."
42.11371,-72.10095,"8/11/2009","UNT to Quinebaug River (4)",70,2,"Backpack Shocking",0,0,0,0,0,0,"North (US) of Rt 20, West of Snell St","Very swampy, lots of sediment. Bikes, car tires. Channelized. Follows dirt road. Multiple culverts entering."
42.13137,-72.10173,"8/11/2009","UNT to Quinebaug River (4)",35,2,"Backpack Shocking",0,0,0,0,0,0,"Downstream Cooper Rd xing","Surveyed below culvert only small section before UNT becomes swamp."
42.11365,-72.04404,"8/11/2009","UNT to McKinstry Brook (2)",63,2,"Backpack Shocking",0,0,0,0,0,0,"In McKinstry Brook WMA, McGulpin - Ayer Rd cutoff (Berry Corner Rd)","Surveyed between 2 beaver impoundments"
42.1533,-71.84928,"8/6/2009","Wellington Brook",78,2,"Backpack Shocking",0,0,0,0,0,0,"Directly upstream of Chimney Pond","Sampled directly upstream of Chimney Pond. Water very dark in color. Boulder, cobble, gravel, sand substrate. Worked up to stone culvert beneath foot road. Canopy decent. All warmwater species. Variety of habitats: riffles, pools, runs. Moss-covered rocks. Water flow moderate. Dark water made visibility difficult. Side pools present. Appears to flood at times over banks. 1 B had worms under gillplate. Stream runs next to RR tracks ~15m."
42.35781,-72.14223,"8/3/2009","Broadmeadow Brook",69,3,"Backpack Shocking",0,0,0,0,0,0,"Rt 32 crossing downstream","Backpack w/ rattail. Shallow stretch sampled. Warmwater species only. Nice section of stream w/ excellent canopy."
42.33021,-71.94477,"8/3/2009","Turkey Hill Brook",45,2,"Backpack Shocking",0,0,0,0,0,0,"Brooks Rd crossing, E of Pleasant St intersection","Backpack w/ rattail. Sampled short distance (storm damage, tree tops down)."
42.38589,-72.14136,"8/3/2009","Broadmeadow Brook",33,1,"Backpack Shocking",0,0,0,0,0,0,"Cole Rd crossing - South. 0.4mi E of Jewett Rd","Backpack w/ rattail. Sampled area below culvert. Brook forks into multiple branches due to sediment deposits. Possible road washout in past. New culvert pipe in place."
42.34439,-72.13661,"7/27/2009","UNT (Hall Swamp Brook)",99,33,"Backpack Shocking",0,0,0,0,0,0,"Hardwick Rd crossing (both sides)","Backpack w/ rattail. Sandy bottom & shallow. Warmwater species only. Sampled area below farm."
42.45889,-72.13096,"7/13/2009","Rutland Brook",99,1.5,"Backpack Shocking",0,0,0,0,0,0,"Mill Rd crossing N (downstream)","Sampled below Gaston Pond. Backpack w/ rattail. Drop down pools. Warmwater species only."
42.47907,-71.82667,"6/30/2006","Justice Brook",58,2.5,"Backpack Shocking",0,0,0,0,0,0,"Outlet of Stuart Pond, S of Justice Hill cutoff","Dam has been maintained of beaver debris (brush banks at dam). Fast flow, high gradient. Drop down pools. Warmwater species only."
42.46658,-71.82767,"6/30/2009","Justice Brook",76,3,"Backpack Shocking",0,0,0,0,0,0,"Rt 140 crossing S (downstream)","Stocked trout stream, no trout. Backpack w/ 2 probes. Nice section of stream. Headwaters of Stillwater R."
42.53213,-72.13834,"6/24/2009","Shattuck Brook",65,3,"Backpack Shocking",0,0,0,0,0,0,"Petersham Rd crossing west (downstream)","Sampled between marshs. Surveyed area has drop down pools w/ excellent canopy. Warmwater species only, GS & BB only."
42.48833,-72.14738,"6/23/2009","UNT to Mocassin Brook",84,4,"Backpack Shocking",0,0,0,0,0,0,"Upstream beaver impoundment East St crossing North","Manmade rock dam upstream. Sampled upstream of beaver impoundment."
42.4873,-72.13673,"6/23/2009","Lorinda Brook",71,4,"Backpack Shocking",0,0,0,0,0,0,"East Street xing downstream (SW)","Nice looking stretch, deep holes, good habitat"
42.34199,-71.8364,"6/17/2009","Chaffins Brook",56,4,"Backpack Shocking",0,0,0,0,0,0,"Below (North of) Alden Research, off Wachusett St.","Series of breached beaver dams. Area was once several ponds."
42.37198,-71.99241,"8/19/2009","Longmeadow Brook",NA,NA,"Backpack Shocking",0,0,0,0,0,0,"At Rutland State Park, @ Whitehall Rd xing.","Backpack w/ 2 probes. Sampled below damn at Whitehall Pond. Ony do-able spot on brook. Lower areas w/ beaver issues. 1 CCS vouchered."
42.24267,-71.77607,"8/5/2009","Broad Meadow Brook",85,4,"Backpack Shocking",0,0,0,0,0,0,"Off Hampton St, Audubon Property","Backpack w/ 2 probes. Found warmwater species @ both sites. *2 ""runs"" were 1 full run, seperated by section of beaver impoundment.* Stream channelized along a raised berm of Worcester sewer pipe. Areas sampled are at stormwater drainage w/ foul odor (methane). Heavy silt, smelly, disgusting."
42.66937,-71.31573,"9/3/2009","Peppermint Brook",91.40000153,0.899999976,"Backpack Shocking",0,0,0,0,0,0,"Burdette St xing upstream towards Hildreth St",""
42.6652,-71.31715,"9/3/2009","Peppermint Brook",91.40000153,1.5,"Backpack Shocking",0,0,0,0,0,0,"Rt 113 (Pleasant St) xing upstream, below small pond","Shallow, silt."
42.6469,-71.36405,"9/3/2009","Claypit Brook",61,1.5,"Backpack Shocking",0,0,0,0,0,0,"End of Luz Dr, off Cidalia Dr",""
42.33961,-71.27655,"8/12/2009","Seaverns Brook",91.40000153,1.399999976,"Backpack Shocking",0,0,0,0,0,0,"Ridgeway Rd xing downstream",""
42.33656,-71.28735,"8/12/2009","Seaverns Brook",91.40000153,0.600000024,"Backpack Shocking",0,0,0,0,0,0,"Linden Circle xing downstream","Only 1 fish caught."
42.66276,-71.26673,"9/3/2009","Richardson Brook",NA,3.700000048,"Backpack Shocking",0,0,0,0,0,0,"Methuen St xing downstream","Low water, mostly riffles except pool at culvert."
42.65013,-71.36664,"9/3/2009","Claypit Brook",91.40000153,1,"Backpack Shocking",0,0,0,0,0,0,"End of Cannington St","Low water, mostly riffle"
41.572483,-71.096266,"5/15/2009","Angeline Brook",100,1.600000024,"Backpack Shocking",0,0,0,0,0,0,"Directly below Adamsville Rd, DS",""
41.960203,-70.929302,"7/30/2009","Taunton River",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Spring Brook confluence DS to end of Cumberland fields, east bank","Run 2 cut short by thunderstorms"
41.83626,-71.01122,"7/14/2009","Pierce Brook",100,1.5,"Backpack Shocking",0,0,0,0,0,0,"County St xing","Murky slow moving. Flooding into surrounding woodland. Only 1 fish (RP) caught."
41.84085,-71.03486,"7/9/2009","Cotley River",60,1.5,"Backpack Shocking",0,0,0,0,0,0,"Upstream Macomber St, 0.2mi N of Padelford St","Lots of water. Only 60m sample."
41.82816,-71.02439,"7/14/2009","UNT to Cedar Swamp River",100,0.75,"Backpack Shocking",0,0,0,0,0,0,"Upstream of Grove St xing, 0.2mi SE of Rt 79","Channelized. Heavy silt deposits. Dry 1-2 weeks late summer"
41.80681,-71.0222,"7/14/2009","Cedar Swamp Brook",100,2.5,"Backpack Shocking",0,0,0,0,0,0,"Upstream of Mill St","Old mill site. Fed thru cranberry bog. Lots of water. Strong current"
41.97607,-70.78079,"7/20/2009","Barrows Brook",100,2,"Backpack Shocking",0,0,0,0,0,0,"DS of Ring Rd","Wooded section near cranberry bogs"
41.95246,-70.935965,"7/30/2009","Taunton River",NA,NA,"Boat Shocking",0,0,0,0,0,0,"upstream from Summer St, east side","Access at NW side of Woodward Bridge-Bridgewater. River was high & stained. One AE observed but not measured."
42.2564,-72.683,"9/21/2009","Wilton Brook",60,4.599999905,"Backpack Shocking",0,0,0,0,0,0,"South St xing downstream","Channelized at one time, old pond/old dam site. Crayfish present"
42.2627,-72.6783,"9/21/2009","Wilton Brook",30.5,0.600000024,"Backpack Shocking",0,0,0,0,0,0,"Greenwood Ct xing downstream","Overgrown multiflora. Deep mud. Crayfish, crayfish! Tough going"
42.1687,-72.5578,"9/23/2009","Cooley Brook",76.19999695,2.400000095,"Backpack Shocking",0,0,0,0,0,0,"Outflow Chicopee Reservoir (lower reservoir)","Deep pools very few fish observed"
42.34762,-72.89676,"9/13/2010","Little River (2)",91.40000153,6.400000095,"Backpack Shocking",0,0,0,0,0,0,"WMA rd off Rt 112, 1/2mi N of Ireland Rd",""
42.25613,-72.93162,"9/1/2010","West Branch Westfield River",108.8000031,14.60000038,"Backpack Shocking",0,0,0,0,0,0,"Old State Highway bridge (US)","Low water. Too many CS & BND to collect. 2 backpacks used."
42.66234,-72.63184,"8/18/2010","Green River (1)",91.40000153,21,"Backpack Shocking",0,0,0,0,0,0,"River Rd (low) ~1/2mi N of Nelson Rd","2 backpacks used. Low water. Swimming dams. Very wide & shallow, led to poor sample. Left lots of fish in river, small dace & shiners. Impossible to cover all water, even w/ 2 packs."
42.64568,-72.71494,"8/19/2010","North River",91.40000153,7.599999905,"Backpack Shocking",0,0,0,0,0,0,"Along Call Rd, 0.6mi S of Main Rd/Griswoldville","Low & warm water. Hott & sunny air. 2 backpacks used. Left Lots of dace & commons in river."
42.72138,-72.70921,"8/20/2010","East Branch North River",91.40000153,9.399999619,"Backpack Shocking",0,0,0,0,0,0,"Rt 112 pullof ~1/2mi S of Thompson Rd","Low Flow! 2 backpacks used."
